Term	GO
GOCC_G_PROTEIN_COUPLED_RECEPTOR_COMPLEX	GO:0097648
GOCC_PHOSPHATIDYLINOSITOL_3_KINASE_COMPLEX_CLASS_I	GO:0097651
GOCC_9PLUS0_MOTILE_CILIUM	GO:0097728
GOCC_9PLUS2_MOTILE_CILIUM	GO:0097729
GOCC_NON_MOTILE_CILIUM	GO:0097730
GOCC_9PLUS0_NON_MOTILE_CILIUM	GO:0097731
GOCC_ATPASE_DEPENDENT_TRANSMEMBRANE_TRANSPORT_COMPLEX	GO:0098533
GOCC_DEUTEROSOME	GO:0098536
GOCC_SIDE_OF_MEMBRANE	GO:0098552
GOCC_LUMENAL_SIDE_OF_ENDOPLASMIC_RETICULUM_MEMBRANE	GO:0098553
GOCC_CYTOPLASMIC_SIDE_OF_ENDOPLASMIC_RETICULUM_MEMBRANE	GO:0098554
GOCC_CYTOPLASMIC_SIDE_OF_MEMBRANE	GO:0098562
GOCC_CYTOPLASMIC_SIDE_OF_LYSOSOMAL_MEMBRANE	GO:0098574
GOCC_LUMENAL_SIDE_OF_MEMBRANE	GO:0098576
GOCC_BOUNDING_MEMBRANE_OF_ORGANELLE	GO:0098588
GOCC_PLASMA_MEMBRANE_REGION	GO:0098590
GOCC_EXTERNAL_SIDE_OF_APICAL_PLASMA_MEMBRANE	GO:0098591
GOCC_PROTEIN_COMPLEX_INVOLVED_IN_CELL_CELL_ADHESION	GO:0098635
GOCC_PROTEIN_COMPLEX_INVOLVED_IN_CELL_ADHESION	GO:0098636
GOCC_PROTEIN_COMPLEX_INVOLVED_IN_CELL_MATRIX_ADHESION	GO:0098637
GOCC_NETWORK_FORMING_COLLAGEN_TRIMER	GO:0098642
GOCC_COMPLEX_OF_COLLAGEN_TRIMERS	GO:0098644
GOCC_SEROTONIN_RECEPTOR_COMPLEX	GO:0098665
GOCC_PHOTORECEPTOR_RIBBON_SYNAPSE	GO:0098684
GOCC_SCHAFFER_COLLATERAL_CA1_SYNAPSE	GO:0098685
GOCC_HIPPOCAMPAL_MOSSY_FIBER_TO_CA3_SYNAPSE	GO:0098686
GOCC_CHROMOSOMAL_REGION	GO:0098687
GOCC_PARALLEL_FIBER_TO_PURKINJE_CELL_SYNAPSE	GO:0098688
GOCC_GLYCINERGIC_SYNAPSE	GO:0098690
GOCC_DOPAMINERGIC_SYNAPSE	GO:0098691
GOCC_GOLGI_APPARATUS_SUBCOMPARTMENT	GO:0098791
GOCC_PRESYNAPSE	GO:0098793
GOCC_POSTSYNAPSE	GO:0098794
GOCC_MEMBRANE_PROTEIN_COMPLEX	GO:0098796
GOCC_PLASMA_MEMBRANE_PROTEIN_COMPLEX	GO:0098797
GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX	GO:0098798
GOCC_OUTER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX	GO:0098799
GOCC_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX	GO:0098800
GOCC_PLASMA_MEMBRANE_SIGNALING_RECEPTOR_COMPLEX	GO:0098802
GOCC_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK_MEMBRANE	GO:0098826
GOCC_PRESYNAPTIC_ENDOSOME	GO:0098830
GOCC_PRESYNAPTIC_ACTIVE_ZONE_CYTOPLASMIC_COMPONENT	GO:0098831
GOCC_PRESYNAPTIC_ENDOCYTIC_ZONE	GO:0098833
GOCC_PRESYNAPTIC_ENDOCYTIC_ZONE_MEMBRANE	GO:0098835
GOCC_POSTSYNAPTIC_RECYCLING_ENDOSOME	GO:0098837
GOCC_POSTSYNAPTIC_DENSITY_MEMBRANE	GO:0098839
GOCC_POSTSYNAPTIC_ENDOCYTIC_ZONE	GO:0098843
GOCC_POSTSYNAPTIC_ENDOSOME	GO:0098845
GOCC_EXTRINSIC_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE	GO:0098850
GOCC_LYTIC_VACUOLE_MEMBRANE	GO:0098852
GOCC_MEMBRANE_MICRODOMAIN	GO:0098857
GOCC_ACTIN_BASED_CELL_PROJECTION	GO:0098858
GOCC_CLUSTER_OF_ACTIN_BASED_CELL_PROJECTIONS	GO:0098862
GOCC_POSTSYNAPTIC_ACTIN_CYTOSKELETON	GO:0098871
GOCC_NEUROTRANSMITTER_RECEPTOR_COMPLEX	GO:0098878
GOCC_EXTRINSIC_COMPONENT_OF_PRESYNAPTIC_MEMBRANE	GO:0098888
GOCC_EXTRINSIC_COMPONENT_OF_POSTSYNAPTIC_MEMBRANE	GO:0098890
GOCC_EXTRINSIC_COMPONENT_OF_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	GO:0098892
GOCC_EXTRINSIC_COMPONENT_OF_PRESYNAPTIC_ENDOCYTIC_ZONE_MEMBRANE	GO:0098894
GOCC_POSTSYNAPTIC_ENDOSOME_MEMBRANE	GO:0098895
GOCC_PERISYNAPTIC_EXTRACELLULAR_MATRIX	GO:0098966
GOCC_GLUTAMATERGIC_SYNAPSE	GO:0098978
GOCC_CHOLINERGIC_SYNAPSE	GO:0098981
GOCC_GABA_ERGIC_SYNAPSE	GO:0098982
GOCC_NEURON_TO_NEURON_SYNAPSE	GO:0098984
GOCC_ASYMMETRIC_GLUTAMATERGIC_EXCITATORY_SYNAPSE	GO:0098985
GOCC_NEURONAL_DENSE_CORE_VESICLE	GO:0098992
GOCC_NEURONAL_DENSE_CORE_VESICLE_MEMBRANE	GO:0099012
GOCC_VESICLE_TETHERING_COMPLEX	GO:0099023
GOCC_BORC_COMPLEX	GO:0099078
GOCC_SUPRAMOLECULAR_COMPLEX	GO:0099080
GOCC_SUPRAMOLECULAR_POLYMER	GO:0099081
GOCC_SYNAPTONEMAL_STRUCTURE	GO:0099086
GOCC_POSTSYNAPTIC_SPECIALIZATION_INTRACELLULAR_COMPONENT	GO:0099091
GOCC_POSTSYNAPTIC_DENSITY_INTRACELLULAR_COMPONENT	GO:0099092
GOCC_EXTRINSIC_COMPONENT_OF_POSTSYNAPTIC_DENSITY_MEMBRANE	GO:0099147
GOCC_EXTRINSIC_COMPONENT_OF_SYNAPTIC_MEMBRANE	GO:0099243
GOCC_SECRETORY_VESICLE	GO:0099503
GOCC_POLYMERIC_CYTOSKELETAL_FIBER	GO:0099513
GOCC_CYTOSOLIC_REGION	GO:0099522
GOCC_PRESYNAPTIC_CYTOSOL	GO:0099523
GOCC_POSTSYNAPTIC_CYTOSOL	GO:0099524
GOCC_SYNAPSE_ASSOCIATED_EXTRACELLULAR_MATRIX	GO:0099535
GOCC_CYTOPLASMIC_REGION	GO:0099568
GOCC_PRESYNAPTIC_CYTOSKELETON	GO:0099569
GOCC_POSTSYNAPTIC_CYTOSKELETON	GO:0099571
GOCC_POSTSYNAPTIC_SPECIALIZATION	GO:0099572
GOCC_MATRIX_SIDE_OF_MITOCHONDRIAL_INNER_MEMBRANE	GO:0099617
GOCC_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	GO:0099634
GOCC_CELL_CORTEX_REGION	GO:0099738
GOCC_NUCLEOLAR_EXOSOME_RNASE_COMPLEX	GO:0101019
GOCC_PROTEIN_FOLDING_CHAPERONE_COMPLEX	GO:0101031
GOCC_MCRD_MEDIATED_MRNA_STABILITY_COMPLEX	GO:0106002
GOCC_SUMO_LIGASE_COMPLEX	GO:0106068
GOCC_B_WICH_COMPLEX	GO:0110016
GOCC_UBIQUINONE_BIOSYNTHESIS_COMPLEX	GO:0110142
GOCC_STEREOCILIUM_BASE	GO:0120044
GOCC_PROCENTRIOLE_REPLICATION_COMPLEX	GO:0120099
GOCC_CENTRIOLAR_SUBDISTAL_APPENDAGE	GO:0120103
GOCC_NEURON_PROJECTION_CYTOPLASM	GO:0120111
GOCC_SM_LIKE_PROTEIN_FAMILY_COMPLEX	GO:0120114
GOCC_CONE_PHOTORECEPTOR_OUTER_SEGMENT	GO:0120199
GOCC_ROD_PHOTORECEPTOR_OUTER_SEGMENT	GO:0120200
GOCC_PHOTORECEPTOR_DISTAL_CONNECTING_CILIUM	GO:0120206
GOCC_BBAF_COMPLEX	GO:0140092
GOCC_ENDOPLASMIC_RETICULUM_PLASMA_MEMBRANE_CONTACT_SITE	GO:0140268
GOCC_GBAF_COMPLEX	GO:0140288
GOCC_CHROMOSOME_TELOMERIC_REPEAT_REGION	GO:0140445
GOCC_MIGRASOME	GO:0140494
GOCC_NUCLEAR_PROTEIN_CONTAINING_COMPLEX	GO:0140513
GOCC_ENDOPLASMIC_RETICULUM_PROTEIN_CONTAINING_COMPLEX	GO:0140534
GOCC_INTRACELLULAR_PROTEIN_CONTAINING_COMPLEX	GO:0140535
GOCC_ATAC_COMPLEX	GO:0140672
GOCC_ENZYME_ACTIVATOR_COMPLEX	GO:0150005
GOCC_DISTAL_AXON	GO:0150034
GOCC_CEREBELLAR_GRANULE_CELL_TO_PURKINJE_CELL_SYNAPSE	GO:0150048
GOCC_CEREBELLAR_CLIMBING_FIBER_TO_PURKINJE_CELL_SYNAPSE	GO:0150053
GOCC_MULTI_PASS_TRANSLOCON_COMPLEX	GO:0160064
GOCC_ANKYRIN_1_COMPLEX	GO:0170014
GOCC_KNL1_SPC105_COMPLEX	GO:0180019
GOCC_ACETYLTRANSFERASE_COMPLEX	GO:1902493
GOCC_CATALYTIC_COMPLEX	GO:1902494
GOCC_SERINE_THREONINE_PROTEIN_KINASE_COMPLEX	GO:1902554
GOCC_H4_HISTONE_ACETYLTRANSFERASE_COMPLEX	GO:1902562
GOCC_GABA_RECEPTOR_COMPLEX	GO:1902710
GOCC_DENDRITIC_FILOPODIUM	GO:1902737
GOCC_GTPASE_ACTIVATOR_COMPLEX	GO:1902773
GOCC_PROTEIN_KINASE_COMPLEX	GO:1902911
GOCC_PHOSPHATASE_COMPLEX	GO:1903293
GOCC_CALCITONIN_FAMILY_RECEPTOR_COMPLEX	GO:1903439
GOCC_PEPTIDASE_INHIBITOR_COMPLEX	GO:1904090
GOCC_AXON_CYTOPLASM	GO:1904115
GOCC_AMPHISOME_MEMBRANE	GO:1904930
GOCC_ATPASE_COMPLEX	GO:1904949
GOCC_SERINE_TYPE_PEPTIDASE_COMPLEX	GO:1905286
GOCC_ENDODEOXYRIBONUCLEASE_COMPLEX	GO:1905347
GOCC_ENDONUCLEASE_COMPLEX	GO:1905348
GOCC_EXORIBONUCLEASE_COMPLEX	GO:1905354
GOCC_GTPASE_COMPLEX	GO:1905360
GOCC_PEPTIDASE_COMPLEX	GO:1905368
GOCC_ENDOPEPTIDASE_COMPLEX	GO:1905369
GOCC_SERINE_TYPE_ENDOPEPTIDASE_COMPLEX	GO:1905370
GOCC_MITOTIC_SPINDLE_MIDZONE	GO:1990023
GOCC_RPAP3_R2TP_PREFOLDIN_LIKE_COMPLEX	GO:1990062
GOCC_TRAPPII_PROTEIN_COMPLEX	GO:1990071
GOCC_TRAPPIII_PROTEIN_COMPLEX	GO:1990072
GOCC_PERICILIARY_MEMBRANE_COMPARTMENT	GO:1990075
GOCC_SPERMATOPROTEASOME_COMPLEX	GO:1990111
GOCC_MESSENGER_RIBONUCLEOPROTEIN_COMPLEX	GO:1990124
GOCC_GATOR1_COMPLEX	GO:1990130
GOCC_OXIDOREDUCTASE_COMPLEX	GO:1990204
GOCC_IRON_SULFUR_CLUSTER_ASSEMBLY_COMPLEX	GO:1990229
GOCC_TRANSFERASE_COMPLEX	GO:1990234
GOCC_UNIPLEX_COMPLEX	GO:1990246
GOCC_ATG1_ULK1_KINASE_COMPLEX	GO:1990316
GOCC_TRANSPORTER_COMPLEX	GO:1990351
GOCC_DNA_REPAIR_COMPLEX	GO:1990391
GOCC_3M_COMPLEX	GO:1990393
GOCC_L_TYPE_VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX	GO:1990454
GOCC_OMEGASOME	GO:1990462
GOCC_MITOTIC_SPINDLE_MICROTUBULE	GO:1990498
GOCC_CLOCK_BMAL_TRANSCRIPTION_COMPLEX	GO:1990513
GOCC_PHOSPHOLIPID_TRANSLOCATING_ATPASE_COMPLEX	GO:1990531
GOCC_PROXIMAL_DENDRITE	GO:1990635
GOCC_HFE_TRANSFERRIN_RECEPTOR_COMPLEX	GO:1990712
GOCC_AXONEMAL_CENTRAL_APPARATUS	GO:1990716
GOCC_LSM1_7_PAT1_COMPLEX	GO:1990726
GOCC_MICROVESICLE	GO:1990742
GOCC_EARP_COMPLEX	GO:1990745
GOCC_MICROTUBULE_END	GO:1990752
GOCC_PROXIMAL_NEURON_PROJECTION	GO:1990769
GOCC_GLYCOPROTEIN_IB_IX_V_COMPLEX	GO:1990779
GOCC_RIBONUCLEOPROTEIN_COMPLEX	GO:1990904
GOCC_BETA_CATENIN_TCF_COMPLEX	GO:1990907
GOCC_WNT_SIGNALOSOME	GO:1990909
GOCC_SPERM_HEAD_PLASMA_MEMBRANE	GO:1990913
GOCC_OOPLASM	GO:1990917
