Gene stable ID	UniProtKB/Swiss-Prot ID	Gene name
ENSG00000163682		RPL9
ENSG00000172578	Q8WZ60	KLHL6
ENSG00000180957	P48739	PITPNB
ENSG00000172578		KLHL6
ENSG00000183313	Q8NGH7	OR52L1
ENSG00000197579	Q9NS56	TOPORS
ENSG00000015479	P43243	MATR3
ENSG00000148400		NOTCH1
ENSG00000133247	Q86Y97	KMT5C
ENSG00000140691		ARMC5
ENSG00000180919	Q8NH76	OR56B4
ENSG00000140691	Q96C12	ARMC5
ENSG00000148400	P46531	NOTCH1
ENSG00000180957		PITPNB
ENSG00000204279	Q5JUK9	PAGE3
ENSG00000133247		KMT5C
ENSG00000260234		
ENSG00000125484		GTF3C4
ENSG00000198563	Q13838	DDX39B
ENSG00000116830	Q9UNY4	TTF2
ENSG00000196119		OR8A1
ENSG00000110931	Q96RR4	CAMKK2
ENSG00000196119	Q8NGG7	OR8A1
ENSG00000125484	Q9UKN8	GTF3C4
ENSG00000269791	O60224	SSX4B
ENSG00000116830		TTF2
ENSG00000242441		GTF2A1L
ENSG00000236371	Q5JQC4	CT47A1
ENSG00000238205	P0DKB6	MPC1L
ENSG00000165695	Q96MA6	AK8
ENSG00000154914	Q70EL4	USP43
ENSG00000160471	Q6YFQ2	COX6B2
ENSG00000110931		CAMKK2
ENSG00000154914		USP43
ENSG00000145331	Q8TBZ6	TRMT10A
ENSG00000120727		PAIP2
ENSG00000267706		
ENSG00000165698	Q96E40	SPACA9
ENSG00000254870		ATP6V1G2-DDX39B
ENSG00000145331		TRMT10A
ENSG00000184911		DMRTC1B
ENSG00000180043		GARIN5B
ENSG00000169184	Q10571	MN1
ENSG00000122778	Q9HCM3	KIAA1549
ENSG00000169184		MN1
ENSG00000184911	Q5HYR2	DMRTC1B
ENSG00000099984		GSTT2
ENSG00000180043	Q8N5Q1	GARIN5B
ENSG00000120727	Q9BPZ3	PAIP2
ENSG00000152402	P33402	GUCY1A2
ENSG00000214717	O96006	ZBED1
ENSG00000139344	Q96NU7	AMDHD1
ENSG00000139344		AMDHD1
ENSG00000242441	Q9UNN4	GTF2A1L
ENSG00000214717		ZBED1
ENSG00000095752	P20809	IL11
ENSG00000226979	P01374	LTA
ENSG00000100387	P62877	RBX1
ENSG00000090487	Q9NZD8	SPG21
ENSG00000095752		IL11
ENSG00000065325		GLP2R
ENSG00000090487		SPG21
ENSG00000227507	Q06643	LTB
ENSG00000163012	Q8NEG5	ZSWIM2
ENSG00000160472	Q8WZ59	TMEM190
ENSG00000163012		ZSWIM2
ENSG00000233493	C9JI98	TMEM238
ENSG00000165702	Q5VTD9	GFI1B
ENSG00000165702		GFI1B
ENSG00000065325	O95838	GLP2R
ENSG00000120049	Q9NS61	KCNIP2
ENSG00000109047	P35243	RCVRN
ENSG00000124092	Q8NI51	CTCFL
ENSG00000134955	Q8TED4	SLC37A2
ENSG00000108107	P46779	RPL28
ENSG00000103707	Q96DP5	MTFMT
ENSG00000134955		SLC37A2
ENSG00000170122	Q12950	FOXD4
ENSG00000120049		KCNIP2
ENSG00000140682		TGFB1I1
ENSG00000103707		MTFMT
ENSG00000070756	P11940	PABPC1
ENSG00000170482	Q9UHI7	SLC23A1
ENSG00000115361	P28330	ACADL
ENSG00000186198	Q86UW2	SLC51B
ENSG00000081026	Q5TCQ9	MAGI3
ENSG00000170482		SLC23A1
ENSG00000171759	P00439	PAH
ENSG00000136235	Q14956	GPNMB
ENSG00000171759		PAH
ENSG00000124019	Q9H5Z6	FAM124B
ENSG00000181264	Q6ZRR5	TLCD5
ENSG00000170476	Q8WU39	MZB1
ENSG00000103710	Q9NYN1	RASL12
ENSG00000136235		GPNMB
ENSG00000170476		MZB1
ENSG00000108107		RPL28
ENSG00000171798		KNDC1
ENSG00000133943	Q7Z3D6	DGLUCY
ENSG00000006788	Q9UKX3	MYH13
ENSG00000228672	E7EW31	PROB1
ENSG00000143458	Q8TAK5	GABPB2
ENSG00000100393	Q09472	EP300
ENSG00000204482	O00453	LST1
ENSG00000170464		DNAJC18
ENSG00000100393		EP300
ENSG00000143458		GABPB2
ENSG00000163638	Q9P2N4	ADAMTS9
ENSG00000090470	Q8N8D1	PDCD7
ENSG00000090470		PDCD7
ENSG00000004864	Q9UJS0	SLC25A13
ENSG00000163638		ADAMTS9
ENSG00000108106	Q16763	UBE2S
ENSG00000204482		LST1
ENSG00000108106		UBE2S
ENSG00000073754	O43866	CD5L
ENSG00000004864		SLC25A13
ENSG00000124092		CTCFL
ENSG00000151131	Q8N5I9	NOPCHAP1
ENSG00000151131		NOPCHAP1
ENSG00000127364	Q9NYW5	TAS2R4
ENSG00000104412		EMC2
ENSG00000002586	P14209	CD99
ENSG00000163155	Q96S90	LYSMD1
ENSG00000176597	Q9BYG0	B3GNT5
ENSG00000170464	Q9H819	DNAJC18
ENSG00000002586		CD99
ENSG00000176597		B3GNT5
ENSG00000140682	O43294	TGFB1I1
ENSG00000104412	Q15006	EMC2
ENSG00000111707	Q9H7L9	SUDS3
ENSG00000063241	Q96AB3	ISOC2
ENSG00000116824	P06729	CD2
ENSG00000116824		CD2
ENSG00000171798	Q76NI1	KNDC1
ENSG00000111049	P13349	MYF5
ENSG00000166855	O76031	CLPX
ENSG00000063241		ISOC2
ENSG00000179941	Q8TAM1	BBS10
ENSG00000169427	Q9NPC2	KCNK9
ENSG00000166855		CLPX
ENSG00000169427		KCNK9
ENSG00000178394	P08908	HTR1A
ENSG00000178394		HTR1A
ENSG00000090971	Q8WUY8	NAT14
ENSG00000090971		NAT14
ENSG00000204475	O14931	NCR3
ENSG00000124253	P35558	PCK1
ENSG00000179954		SSC5D
ENSG00000104472		CHRAC1
ENSG00000133020	P13535	MYH8
ENSG00000140675		SLC5A2
ENSG00000104472	Q9NRG0	CHRAC1
ENSG00000169372		CRADD
ENSG00000138615	O75339	CILP
ENSG00000254585	Q9UJ55	MAGEL2
ENSG00000169372	P78560	CRADD
ENSG00000182636	Q99608	NDN
ENSG00000179954	A1L4H1	SSC5D
ENSG00000124256	Q9H171	ZBP1
ENSG00000140675	P31639	SLC5A2
ENSG00000107831	P55075	FGF8
ENSG00000170242	Q96K76	USP47
ENSG00000183273		CCDC60
ENSG00000187550	P0C263	SBK2
ENSG00000107831		FGF8
ENSG00000124256		ZBP1
ENSG00000264424	Q9Y623	MYH4
ENSG00000124343	P55808	XG
ENSG00000231274	P0C264	SBK3
ENSG00000124343		XG
ENSG00000231274		SBK3
ENSG00000204472		AIF1
ENSG00000218891	Q8NAF0	ZNF579
ENSG00000183273	Q8IWA6	CCDC60
ENSG00000218891		ZNF579
ENSG00000099956	Q12824	SMARCB1
ENSG00000137819	Q9NXK6	PAQR5
ENSG00000137819		PAQR5
ENSG00000204472	P55008	AIF1
ENSG00000179943	Q96SL8	FIZ1
ENSG00000024526	Q5TB30	DEPDC1
ENSG00000173905	O00461	GOLIM4
ENSG00000179943		FIZ1
ENSG00000099956		SMARCB1
ENSG00000173905		GOLIM4
ENSG00000171443		ZNF524
ENSG00000013619		MAMLD1
ENSG00000171443	Q96C55	ZNF524
ENSG00000024526		DEPDC1
ENSG00000013619	Q13495	MAMLD1
ENSG00000179922	Q8NCA9	ZNF784
ENSG00000169877	Q9NZD4	AHSP
ENSG00000169877		AHSP
ENSG00000179922		ZNF784
ENSG00000204444		APOM
ENSG00000213015		ZNF580
ENSG00000213015	Q9UK33	ZNF580
ENSG00000137818	P05386	RPLP1
ENSG00000204444	O95445	APOM
ENSG00000171425	Q9P0T4	ZNF581
ENSG00000171425		ZNF581
ENSG00000072506	Q99714	HSD17B10
ENSG00000072506		HSD17B10
ENSG00000204439	O95873	C6orf47
ENSG00000138434	P28290	ITPRID2
ENSG00000136280	Q9BSQ5	CCM2
ENSG00000136280		CCM2
ENSG00000138434		ITPRID2
ENSG00000189420	A6NM28	ZFP92
ENSG00000198062	Q6S545	POTEH
ENSG00000152492	Q8IVM0	CCDC50
ENSG00000204438	O95872	GPANK1
ENSG00000137818		RPLP1
ENSG00000123569	Q7Z2G1	H2BW1
ENSG00000269586	P0DMU9	CT45A10
ENSG00000151892	P56159	GFRA1
ENSG00000198062		POTEH
ENSG00000173598	Q9NZJ9	NUDT4
ENSG00000109061	P12882	MYH1
ENSG00000173581		CCDC106
ENSG00000211669	A0A075B6K4	IGLV3-10
ENSG00000151892		GFRA1
ENSG00000129467	Q8NFM4	ADCY4
ENSG00000211670	A0A075B6K5	IGLV3-9
ENSG00000278196	P01709	IGLV2-8
ENSG00000067840	Q76G19	PDZD4
ENSG00000114315	Q14469	HES1
ENSG00000067840		PDZD4
ENSG00000135374	Q9UKW6	ELF5
ENSG00000211672	A0A075B6K6	IGLV4-3
ENSG00000127377		CRYGN
ENSG00000127377	Q8WXF5	CRYGN
ENSG00000211673	P01715	IGLV3-1
ENSG00000254709		IGLL5
ENSG00000135374		ELF5
ENSG00000173581	Q9BWC9	CCDC106
ENSG00000173598		NUDT4
ENSG00000146757	Q03936	ZNF92
ENSG00000254709	B9A064	IGLL5
ENSG00000173269	Q9H8L6	MMRN2
ENSG00000173269		MMRN2
ENSG00000211674	A0A0A0MT76	IGLJ1
ENSG00000146757		ZNF92
ENSG00000211675		IGLC1
ENSG00000211676		IGLJ2
ENSG00000211677	P0DOY2	IGLC2
ENSG00000166046		TCP11L2
ENSG00000129467		ADCY4
ENSG00000211678		IGLJ3
ENSG00000211679	P0DOY3	IGLC3
ENSG00000117262	B7ZAQ6	GPR89A
ENSG00000211680		IGLJ4
ENSG00000211681		IGLJ5
ENSG00000211682		IGLJ6
ENSG00000211684		IGLJ7
ENSG00000211685		IGLC7
ENSG00000187260	Q86TI4	WDR86
ENSG00000173267	O76070	SNCG
ENSG00000204438		GPANK1
ENSG00000173267		SNCG
ENSG00000263020		
ENSG00000148671		ADIRF
ENSG00000099977	P30046	DDT
ENSG00000099977		DDT
ENSG00000175066	Q6ZS86	GK5
ENSG00000187260		WDR86
ENSG00000227051	Q9NPU4	C14orf132
ENSG00000148671	Q15847	ADIRF
ENSG00000227051		C14orf132
ENSG00000063245	Q9Y6I3	EPN1
ENSG00000063245		EPN1
ENSG00000102290	Q9BZA7	PCDH11X
ENSG00000166046	Q8N4U5	TCP11L2
ENSG00000119715		ESRRB
ENSG00000175066		GK5
ENSG00000103502	O14735	CDIPT
ENSG00000119715	O95718	ESRRB
ENSG00000103502		CDIPT
ENSG00000188100	B3EWG3	FAM25A
ENSG00000185792	Q7RTR0	NLRP9
ENSG00000213123		DYNLT2B
ENSG00000147124	P51814	ZNF41
ENSG00000185610	Q6ZNG2	DBX2
ENSG00000229292	F8VTS6	RFPL4AL1
ENSG00000122376		SHLD2
ENSG00000147124		ZNF41
ENSG00000168398	P30411	BDKRB2
ENSG00000213123	Q8WW35	DYNLT2B
ENSG00000122376	Q86V20	SHLD2
ENSG00000183837	Q9UL41	PNMA3
ENSG00000118997	Q8WXX0	DNAH7
ENSG00000136048	Q8N682	DRAM1
ENSG00000125414	Q9UKX2	MYH2
ENSG00000053254		FOXN3
ENSG00000136048		DRAM1
ENSG00000113790	Q08426	EHHADH
ENSG00000099899	Q8IZ69	TRMT2A
ENSG00000099899		TRMT2A
ENSG00000113790		EHHADH
ENSG00000117262		GPR89A
ENSG00000251192	Q2M3X9	ZNF674
ENSG00000174939		ASPHD1
ENSG00000053254	O00409	FOXN3
ENSG00000163959		SLC51A
ENSG00000139767	A7MD48	SRRM4
ENSG00000251192		ZNF674
ENSG00000247746	Q70EK9	USP51
ENSG00000247746		USP51
ENSG00000139767		SRRM4
ENSG00000174939	Q5U4P2	ASPHD1
ENSG00000130005	Q14353	GAMT
ENSG00000130005		GAMT
ENSG00000163959	Q86UW1	SLC51A
ENSG00000269502		DMRTC1
ENSG00000157227		MMP14
ENSG00000099246		RAB18
ENSG00000269502	Q5HYR2	DMRTC1
ENSG00000157227	P50281	MMP14
ENSG00000137947	Q00403	GTF2B
ENSG00000179083	Q8N9E0	FAM133A
ENSG00000137947		GTF2B
ENSG00000125414		MYH2
ENSG00000127324	P19075	TSPAN8
ENSG00000204427	O95870	ABHD16A
ENSG00000149269	Q13153	PAK1
ENSG00000149269		PAK1
ENSG00000117586	P23510	TNFSF4
ENSG00000006652	O00458	IFRD1
ENSG00000006652		IFRD1
ENSG00000118997		DNAH7
ENSG00000162728	Q92806	KCNJ9
ENSG00000099246	Q9NP72	RAB18
ENSG00000101981	P00740	F9
ENSG00000175497		DPP10
ENSG00000165929	Q8N9U0	TC2N
ENSG00000049449	Q15293	RCN1
ENSG00000049449		RCN1
ENSG00000181016	Q8N8F7	LSMEM1
ENSG00000165929		TC2N
ENSG00000123384		LRP1
ENSG00000147378	Q969F0	FATE1
ENSG00000204427		ABHD16A
ENSG00000147378		FATE1
ENSG00000071626	Q96EP5	DAZAP1
ENSG00000071626		DAZAP1
ENSG00000184371		CSF1
ENSG00000148356		LRSAM1
ENSG00000197177	Q86SQ6	ADGRA1
ENSG00000149925		ALDOA
ENSG00000137807	Q02241	KIF23
ENSG00000204424	Q5SQ64	LY6G6F
ENSG00000145191		EIF2B5
ENSG00000109063	P11055	MYH3
ENSG00000147381		MAGEA4
ENSG00000147381	P43358	MAGEA4
ENSG00000250641		LY6G6F-LY6G6D
ENSG00000204421		LY6G6C
ENSG00000184371	P09603	CSF1
ENSG00000119559		C19orf25
ENSG00000119559	Q9UFG5	C19orf25
ENSG00000204421	O95867	LY6G6C
ENSG00000148356	Q6UWE0	LRSAM1
ENSG00000133028	O75880	SCO1
ENSG00000133028		SCO1
ENSG00000154545	Q96JG8	MAGED4
ENSG00000170222	Q3LIE5	ADPRM
ENSG00000163154	Q6P589	TNFAIP8L2
ENSG00000154545		MAGED4
ENSG00000170222		ADPRM
ENSG00000100401	P46060	RANGAP1
ENSG00000100815	Q15643	TRIP11
ENSG00000100815		TRIP11
ENSG00000100401		RANGAP1
ENSG00000187824		TMEM220
ENSG00000123384	Q07954	LRP1
ENSG00000187824	Q6QAJ8	TMEM220
ENSG00000137807		KIF23
ENSG00000204410		MSH5
ENSG00000076716	O75487	GPC4
ENSG00000183648	O75438	NDUFB1
ENSG00000119927	Q9HCL2	GPAM
ENSG00000175497	Q8N608	DPP10
ENSG00000119927		GPAM
ENSG00000145191	Q13144	EIF2B5
ENSG00000184194	Q9NS66	GPR173
ENSG00000184194		GPR173
ENSG00000071655	O95983	MBD3
ENSG00000119913		TECTB
ENSG00000119913	Q96PL2	TECTB
ENSG00000162729	Q969P0	IGSF8
ENSG00000233670	P0C851	PIRT
ENSG00000071655		MBD3
ENSG00000162729		IGSF8
ENSG00000137710		RDX
ENSG00000165934	Q9P2I0	CPSF2
ENSG00000165934		CPSF2
ENSG00000143158	O95563	MPC2
ENSG00000188803	Q6ZSJ9	SHISA6
ENSG00000137710	P35241	RDX
ENSG00000143158		MPC2
ENSG00000184205	Q9H2G4	TSPYL2
ENSG00000188803		SHISA6
ENSG00000184205		TSPYL2
ENSG00000271092		TLCD4-RWDD3
ENSG00000149925	P04075	ALDOA
ENSG00000115266		APC2
ENSG00000007174		DNAH9
ENSG00000092203		TOX4
ENSG00000164867	P29474	NOS3
ENSG00000164867		NOS3
ENSG00000123338	P55160	NCKAP1L
ENSG00000123338		NCKAP1L
ENSG00000092203	O94842	TOX4
ENSG00000104408		EIF3E
ENSG00000104408	P60228	EIF3E
ENSG00000115266	O95996	APC2
ENSG00000000460		FIRRM
ENSG00000074071		MRPS34
ENSG00000115020	Q9Y2I7	PIKFYVE
ENSG00000074071	P82930	MRPS34
ENSG00000051382	P42338	PIK3CB
ENSG00000115020		PIKFYVE
ENSG00000165819		METTL3
ENSG00000165970	Q9Y345	SLC6A5
ENSG00000128833	Q9NQX4	MYO5C
ENSG00000148516	P37275	ZEB1
ENSG00000008988		RPS20
ENSG00000008988	P60866	RPS20
ENSG00000165819	Q86U44	METTL3
ENSG00000182870	Q9HCQ5	GALNT9
ENSG00000148516		ZEB1
ENSG00000051382		PIK3CB
ENSG00000182870		GALNT9
ENSG00000204410	O43196	MSH5
ENSG00000013275	P43686	PSMC4
ENSG00000128833		MYO5C
ENSG00000095906		NUBP2
ENSG00000000460	Q9NSG2	FIRRM
ENSG00000213199	Q9UHC3	ASIC3
ENSG00000165970		SLC6A5
ENSG00000165821		SALL2
ENSG00000165821	Q9Y467	SALL2
ENSG00000213199		ASIC3
ENSG00000144736		SHQ1
ENSG00000169499		PLEKHA2
ENSG00000174453	B2RUY7	VWC2L
ENSG00000128989	P56211	ARPP19
ENSG00000187187		ZNF546
ENSG00000174453		VWC2L
ENSG00000135862	P11047	LAMC1
ENSG00000100483	Q9H867	VCPKMT
ENSG00000144736	Q6PI26	SHQ1
ENSG00000135862		LAMC1
ENSG00000130640	Q9BSJ2	TUBGCP2
ENSG00000187187	Q86UE3	ZNF546
ENSG00000130640		TUBGCP2
ENSG00000095906	Q9Y5Y2	NUBP2
ENSG00000128989		ARPP19
ENSG00000169495	P83105	HTRA4
ENSG00000128000	Q9Y6R6	ZNF780B
ENSG00000128000		ZNF780B
ENSG00000169490	Q9BX73	TM2D2
ENSG00000120800	O75691	UTP20
ENSG00000099769	P35858	IGFALS
ENSG00000164885	Q00535	CDK5
ENSG00000164398	Q9UKU0	ACSL6
ENSG00000169490		TM2D2
ENSG00000099769		IGFALS
ENSG00000196110	Q32M78	ZNF699
ENSG00000143198	O14880	MGST3
ENSG00000143198		MGST3
ENSG00000164398		ACSL6
ENSG00000198028	Q96MR9	ZNF560
ENSG00000164897	Q9BVT8	TMUB1
ENSG00000149403	Q16099	GRIK4
ENSG00000164897		TMUB1
ENSG00000267710	A0A1B0GTR0	EDDM13
ENSG00000267710		EDDM13
ENSG00000161217		PCYT1A
ENSG00000143318	P31415	CASQ1
ENSG00000143318		CASQ1
ENSG00000146926	Q8WXI3	ASB10
ENSG00000146926		ASB10
ENSG00000131871	Q9BQE4	SELENOS
ENSG00000131871		SELENOS
ENSG00000278685	A6NCM1	IQCA1L
ENSG00000023041		ZDHHC6
ENSG00000278685		IQCA1L
ENSG00000197140		ADAM32
ENSG00000161217	P49585	PCYT1A
ENSG00000023041	Q9H6R6	ZDHHC6
ENSG00000100485	Q07890	SOS2
ENSG00000234438	C9JR72	KBTBD13
ENSG00000007174	Q9NYC9	DNAH9
ENSG00000255152		MSH5-SAPCD1
ENSG00000100485		SOS2
ENSG00000198440		ZNF583
ENSG00000198440	Q96ND8	ZNF583
ENSG00000131873	Q86X52	CHSY1
ENSG00000131873		CHSY1
ENSG00000148730	Q13542	EIF4EBP2
ENSG00000170231	P51161	FABP6
ENSG00000170231		FABP6
ENSG00000143621	Q12905	ILF2
ENSG00000156574	Q96S42	NODAL
ENSG00000156574		NODAL
ENSG00000143621		ILF2
ENSG00000204396	Q9Y334	VWA7
ENSG00000186001		LRCH3
ENSG00000063854		HAGH
ENSG00000065559		MAP2K4
ENSG00000087299		L2HGDH
ENSG00000087299	Q9H9P8	L2HGDH
ENSG00000152422	Q13426	XRCC4
ENSG00000033050	Q9UG63	ABCF2
ENSG00000033050		ABCF2
ENSG00000063854	Q16775	HAGH
ENSG00000165280		VCP
ENSG00000128294	O60704	TPST2
ENSG00000149179		CSTPP1
ENSG00000165280	P55072	VCP
ENSG00000128294		TPST2
ENSG00000145494	O75380	NDUFS6
ENSG00000145494		NDUFS6
ENSG00000065559	P45985	MAP2K4
ENSG00000184277		TM2D3
ENSG00000115109	Q9HCM4	EPB41L5
ENSG00000108001		EBF3
ENSG00000139292	O75473	LGR5
ENSG00000108001	Q9H4W6	EBF3
ENSG00000132911	Q9GZQ4	NMUR2
ENSG00000100490	Q00532	CDKL1
ENSG00000100490		CDKL1
ENSG00000237489		C10orf143
ENSG00000184277	Q9BRN9	TM2D3
ENSG00000237489	A0A1B0GUT2	C10orf143
ENSG00000143156	Q9Y5B8	NME7
ENSG00000122557	Q9BSE4	HERPUD2
ENSG00000274252	B5MD39	GGTLC3
ENSG00000122557		HERPUD2
ENSG00000143156		NME7
ENSG00000162040	Q96QI5	HS3ST6
ENSG00000168263	Q8TDN2	KCNV2
ENSG00000213722		DDAH2
ENSG00000103043		VAC14
ENSG00000213722	O95865	DDAH2
ENSG00000149179	Q9H6J7	CSTPP1
ENSG00000108010	O76003	GLRX3
ENSG00000197140	Q8TC27	ADAM32
ENSG00000080573	P25940	COL5A3
ENSG00000147852		VLDLR
ENSG00000080511		RDH8
ENSG00000147601		TERF1
ENSG00000126012		KDM5C
ENSG00000136021		SCYL2
ENSG00000080511	Q9NYR8	RDH8
ENSG00000187257	Q6PCB5	RSBN1L
ENSG00000198771	Q6JBY9	RCSD1
ENSG00000198771		RCSD1
ENSG00000126012	P41229	KDM5C
ENSG00000103043	Q08AM6	VAC14
ENSG00000136732	P04921	GYPC
ENSG00000136021	Q6P3W7	SCYL2
ENSG00000147601	P54274	TERF1
ENSG00000187257		RSBN1L
ENSG00000147852	P98155	VLDLR
ENSG00000158077	Q86W24	NLRP14
ENSG00000275793	Q9UFD9	RIMBP3
ENSG00000286175	A0A494C0N9	FAM246B
ENSG00000137563		GGH
ENSG00000135211	Q9H2L4	TMEM60
ENSG00000137563	Q92820	GGH
ENSG00000213064		SFT2D2
ENSG00000024048	Q8IWV8	UBR2
ENSG00000130813	Q9NUL5	SHFL
ENSG00000291240		
ENSG00000112619	P23942	PRPH2
ENSG00000213064	O95562	SFT2D2
ENSG00000124659	Q15814	TBCC
ENSG00000130813		SHFL
ENSG00000167771	Q8IZ40	RCOR2
ENSG00000185418	A2RTX5	TARS3
ENSG00000069018	Q9HCX4	TRPC7
ENSG00000186001	Q96II8	LRCH3
ENSG00000006625	O75223	GGCT
ENSG00000176988	Q8N0W7	FMR1NB
ENSG00000006625		GGCT
ENSG00000176988		FMR1NB
ENSG00000154252	Q9H3Q3	GAL3ST2
ENSG00000185418		TARS3
ENSG00000099960	O43246	SLC7A4
ENSG00000069018		TRPC7
ENSG00000099960		SLC7A4
ENSG00000153060	Q96M29	TEKT5
ENSG00000281039		
ENSG00000153060		TEKT5
ENSG00000110583		NAA40
ENSG00000243414	Q86XR7	TICAM2
ENSG00000143179	Q9BZX2	UCK2
ENSG00000092200	Q96KN7	RPGRIP1
ENSG00000143179		UCK2
ENSG00000092200		RPGRIP1
ENSG00000157625	Q8N5C8	TAB3
ENSG00000112357	O00628	PEX7
ENSG00000112357		PEX7
ENSG00000157625		TAB3
ENSG00000243207		PPAN-P2RY11
ENSG00000174013		FBXO45
ENSG00000182747	Q5M8T2	SLC35D3
ENSG00000174013	P0C2W1	FBXO45
ENSG00000110583	Q86UY6	NAA40
ENSG00000143315	Q9H3S5	PIGM
ENSG00000143185	Q9UBD3	XCL2
ENSG00000242574		HLA-DMB
ENSG00000103274		NUBP1
ENSG00000176340	P10176	COX8A
ENSG00000124260	P43363	MAGEA10
ENSG00000130810	Q9NQ55	PPAN
ENSG00000130810		PPAN
ENSG00000242574	P28068	HLA-DMB
ENSG00000124260		MAGEA10
ENSG00000248993		
ENSG00000135074		ADAM19
ENSG00000133983	Q9P0S2	COX16
ENSG00000244165	Q96G91	P2RY11
ENSG00000204257		HLA-DMA
ENSG00000104218		CSPP1
ENSG00000133983		COX16
ENSG00000197142	Q9ULC5	ACSL5
ENSG00000197142		ACSL5
ENSG00000133315	Q9BQ69	MACROD1
ENSG00000204257	P28067	HLA-DMA
ENSG00000258644		SYNJ2BP-COX16
ENSG00000133315		MACROD1
ENSG00000184634		MED12
ENSG00000104218	Q1MSJ5	CSPP1
ENSG00000184634	Q93074	MED12
ENSG00000180992	Q6P1L8	MRPL14
ENSG00000103274	P53384	NUBP1
ENSG00000213463	P57105	SYNJ2BP
ENSG00000139985	Q9UKJ8	ADAM21
ENSG00000165731		RET
ENSG00000134007	O43506	ADAM20
ENSG00000134007		ADAM20
ENSG00000106113	Q13324	CRHR2
ENSG00000148341	Q9NR46	SH3GLB2
ENSG00000166676		TVP23A
ENSG00000106113		CRHR2
ENSG00000163872	Q9ULM3	YEATS2
ENSG00000148341		SH3GLB2
ENSG00000135074	Q9H013	ADAM19
ENSG00000163872		YEATS2
ENSG00000159496		RGL4
ENSG00000166676	A6NH52	TVP23A
ENSG00000215218	A1L167	UBE2QL1
ENSG00000006744	Q9BQ52	ELAC2
ENSG00000130811	O75821	EIF3G
ENSG00000137216	Q5T3F8	TMEM63B
ENSG00000130811		EIF3G
ENSG00000137216		TMEM63B
ENSG00000140479		PCSK6
ENSG00000182108	O95424	DEXI
ENSG00000163904		SENP2
ENSG00000159496	Q8IZJ4	RGL4
ENSG00000106105		GARS1
ENSG00000267534	O95136	S1PR2
ENSG00000167130	Q86YN1	DOLPP1
ENSG00000111452	Q6QNK2	ADGRD1
ENSG00000111452		ADGRD1
ENSG00000137225		CAPN11
ENSG00000115221	P18564	ITGB6
ENSG00000187792	Q9UC06	ZNF70
ENSG00000128218		VPREB3
ENSG00000128218	Q9UKI3	VPREB3
ENSG00000143190	P14859	POU2F1
ENSG00000115221		ITGB6
ENSG00000006744		ELAC2
ENSG00000133997		MED6
ENSG00000133997	O75586	MED6
ENSG00000167130		DOLPP1
ENSG00000165731	P07949	RET
ENSG00000169314	Q8WYQ4	C22orf15
ENSG00000106105	P41250	GARS1
ENSG00000163904	Q9HC62	SENP2
ENSG00000169314		C22orf15
ENSG00000168434	P83436	COG7
ENSG00000168434		COG7
ENSG00000137225	Q9UMQ6	CAPN11
ENSG00000168439	P31948	STIP1
ENSG00000168439		STIP1
ENSG00000037474	Q08J23	NSUN2
ENSG00000169826	Q8N6G5	CSGALNACT2
ENSG00000184209	Q16560	SNRNP35
ENSG00000153976	Q9Y663	HS3ST3A1
ENSG00000037474		NSUN2
ENSG00000153976		HS3ST3A1
ENSG00000133985	Q92623	TTC9
ENSG00000241127		YAE1
ENSG00000241127	Q9NRH1	YAE1
ENSG00000130592		LSP1
ENSG00000160447	Q6P5Z2	PKN3
ENSG00000198915	Q8N9B8	RASGEF1A
ENSG00000198915		RASGEF1A
ENSG00000168530	P05976	MYL1
ENSG00000006451	P11233	RALA
ENSG00000006451		RALA
ENSG00000160446		ZDHHC12
ENSG00000006695		COX10
ENSG00000006695	Q12887	COX10
ENSG00000171453		POLR1C
ENSG00000160446	Q96GR4	ZDHHC12
ENSG00000143190		POU2F1
ENSG00000105364		MRPL4
ENSG00000182944		EWSR1
ENSG00000105364	Q9BYD3	MRPL4
ENSG00000223510	Q96T59	CDRT15
ENSG00000223510		CDRT15
ENSG00000103365	Q9UJY4	GGA2
ENSG00000153107		ANAPC1
ENSG00000103365		GGA2
ENSG00000125430	Q9Y662	HS3ST3B1
ENSG00000161267	Q02338	BDH1
ENSG00000161267		BDH1
ENSG00000160445	Q7Z7L7	ZER1
ENSG00000160445		ZER1
ENSG00000090339		ICAM1
ENSG00000006432	P80192	MAP3K9
ENSG00000006432		MAP3K9
ENSG00000256223		ZNF10
ENSG00000112941	Q5XG87	TENT4A
ENSG00000112941		TENT4A
ENSG00000127252	Q9HDD0	PLAAT1
ENSG00000127252		PLAAT1
ENSG00000090339	P05362	ICAM1
ENSG00000083168	Q92794	KAT6A
ENSG00000253548	Q56P42	PYDC2
ENSG00000083168		KAT6A
ENSG00000188725	Q7Z3B0	SMIM15
ENSG00000105371	Q14773	ICAM4
ENSG00000256223	P21506	ZNF10
ENSG00000267303		
ENSG00000198482	Q8N4W9	ZNF808
ENSG00000169567		HINT1
ENSG00000161542	Q14558	PRPSAP1
ENSG00000169567	P49773	HINT1
ENSG00000140479	P29122	PCSK6
ENSG00000198482		ZNF808
ENSG00000107021	Q9NVG8	TBC1D13
ENSG00000103356	Q5JPH6	EARS2
ENSG00000171453	O15160	POLR1C
ENSG00000161542		PRPSAP1
ENSG00000153107	Q9H1A4	ANAPC1
ENSG00000186687		LYRM7
