NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_REGULATION_OF_NERVOUS_SYSTEM_PROCESS	GOBP_REGULATION_OF_NERVOUS_SYSTEM_PROCESS		17	-0.182922	-0.95598406	0.49612403	0.70145684	1.0	1673	tags=65%, list=36%, signal=101%	
GOBP_REGULATION_OF_ACTOMYOSIN_STRUCTURE_ORGANIZATION	GOBP_REGULATION_OF_ACTOMYOSIN_STRUCTURE_ORGANIZATION		33	-0.13283923	-0.9541411	0.53846157	0.7025056	1.0	1935	tags=67%, list=42%, signal=114%	
GOBP_RESPONSE_TO_TYPE_I_INTERFERON	GOBP_RESPONSE_TO_TYPE_I_INTERFERON		24	-0.15021917	-0.95217717	0.4347826	0.7037154	1.0	3266	tags=92%, list=70%, signal=308%	
GOCC_PERIKARYON	GOCC_PERIKARYON		31	-0.13488173	-0.94276273	0.5	0.7201812	1.0	2602	tags=81%, list=56%, signal=183%	
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY		21	-0.16011617	-0.9400285	0.5277778	0.7224805	1.0	3538	tags=95%, list=76%, signal=400%	
GOBP_APICAL_JUNCTION_ASSEMBLY	GOBP_APICAL_JUNCTION_ASSEMBLY		21	-0.16079876	-0.93533635	0.5102041	0.7290652	1.0	2567	tags=81%, list=55%, signal=181%	
GOBP_RECEPTOR_METABOLIC_PROCESS	GOBP_RECEPTOR_METABOLIC_PROCESS		30	-0.13301396	-0.93313247	0.59375	0.7306707	1.0	3470	tags=93%, list=75%, signal=368%	
GOCC_PODOSOME	GOCC_PODOSOME		17	-0.17572989	-0.93025833	0.5488722	0.7337702	1.0	3369	tags=94%, list=73%, signal=343%	
GOBP_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY	GOBP_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY		27	-0.13805671	-0.92950255	0.47674417	0.73258644	1.0	2129	tags=70%, list=46%, signal=129%	
GOCC_GOLGI_CISTERNA_MEMBRANE	GOCC_GOLGI_CISTERNA_MEMBRANE		21	-0.17053735	-0.92929155	0.56880736	0.72990817	1.0	2753	tags=86%, list=59%, signal=210%	
GOBP_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	GOBP_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT		51	-0.10987058	-0.9285912	0.47368422	0.72816	1.0	1599	tags=57%, list=34%, signal=86%	
GOBP_PROTEIN_K48_LINKED_UBIQUITINATION	GOBP_PROTEIN_K48_LINKED_UBIQUITINATION		21	-0.15239562	-0.924384	0.5405405	0.7338661	1.0	1644	tags=62%, list=35%, signal=95%	
GOBP_ADIPOSE_TISSUE_DEVELOPMENT	GOBP_ADIPOSE_TISSUE_DEVELOPMENT		16	-0.18648516	-0.92029446	0.5314685	0.7391271	1.0	2588	tags=81%, list=56%, signal=183%	
GOBP_NEGATIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY	GOBP_NEGATIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY		21	-0.15970795	-0.9196732	0.5321101	0.73740095	1.0	2035	tags=71%, list=44%, signal=127%	
GOBP_NEURON_CELLULAR_HOMEOSTASIS	GOBP_NEURON_CELLULAR_HOMEOSTASIS		22	-0.1488624	-0.91871727	0.5473684	0.7363875	1.0	3951	tags=100%, list=85%, signal=673%	
GOMF_PROTEIN_SELF_ASSOCIATION	GOMF_PROTEIN_SELF_ASSOCIATION		17	-0.17903131	-0.91623724	0.57931036	0.7380474	1.0	3404	tags=94%, list=73%, signal=353%	
GOBP_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_MULTIVESICULAR_BODY_SORTING_PATHWAY	GOBP_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_MULTIVESICULAR_BODY_SORTING_PATHWAY		26	-0.1420516	-0.9151302	0.5180723	0.7371515	1.0	3983	tags=100%, list=86%, signal=705%	
GOCC_CLATHRIN_COAT	GOCC_CLATHRIN_COAT		24	-0.15152681	-0.9150325	0.62352943	0.7344015	1.0	2235	tags=71%, list=48%, signal=136%	
GOBP_ENDOCRINE_SYSTEM_DEVELOPMENT	GOBP_ENDOCRINE_SYSTEM_DEVELOPMENT		22	-0.15256548	-0.9147818	0.57272726	0.73210293	1.0	2645	tags=82%, list=57%, signal=190%	
GOBP_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	GOBP_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY		37	-0.1144334	-0.90570354	0.56	0.7474205	1.0	1736	tags=59%, list=37%, signal=94%	
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOBP_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		16	-0.18035066	-0.9028921	0.6418919	0.7500819	1.0	2923	tags=88%, list=63%, signal=236%	
GOBP_NEGATIVE_REGULATION_OF_TRANSPORTER_ACTIVITY	GOBP_NEGATIVE_REGULATION_OF_TRANSPORTER_ACTIVITY		19	-0.16362791	-0.90098524	0.59322035	0.7510201	1.0	2854	tags=84%, list=62%, signal=218%	
GOCC_GOLGI_STACK	GOCC_GOLGI_STACK		38	-0.11344904	-0.8971734	0.6037736	0.75566274	1.0	1521	tags=55%, list=33%, signal=82%	
GOBP_VESICLE_MEDIATED_TRANSPORT_TO_THE_PLASMA_MEMBRANE	GOBP_VESICLE_MEDIATED_TRANSPORT_TO_THE_PLASMA_MEMBRANE		66	-0.07848219	-0.8910171	0.625	0.7651233	1.0	2602	tags=74%, list=56%, signal=167%	
GOBP_VACUOLAR_TRANSPORT	GOBP_VACUOLAR_TRANSPORT		73	-0.08109318	-0.89085567	0.72727275	0.7625127	1.0	2999	tags=81%, list=65%, signal=225%	
GOBP_MUSCLE_CELL_APOPTOTIC_PROCESS	GOBP_MUSCLE_CELL_APOPTOTIC_PROCESS		22	-0.14127845	-0.8882272	0.62	0.76482993	1.0	3986	tags=100%, list=86%, signal=709%	
GOMF_UBIQUITIN_LIKE_PROTEIN_CONJUGATING_ENZYME_ACTIVITY	GOMF_UBIQUITIN_LIKE_PROTEIN_CONJUGATING_ENZYME_ACTIVITY		19	-0.16022336	-0.8866135	0.608	0.76533663	1.0	1008	tags=53%, list=22%, signal=67%	
GOCC_MYELIN_SHEATH	GOCC_MYELIN_SHEATH		17	-0.17177741	-0.88516027	0.5925926	0.7653878	1.0	2294	tags=76%, list=49%, signal=151%	
GOBP_POSITIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	GOBP_POSITIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT		42	-0.10852315	-0.8834139	0.675	0.7658445	1.0	3502	tags=90%, list=76%, signal=366%	
GOBP_REGULATION_OF_JNK_CASCADE	GOBP_REGULATION_OF_JNK_CASCADE		26	-0.13133273	-0.8826033	0.5882353	0.764337	1.0	1590	tags=58%, list=34%, signal=87%	
GOBP_CELLULAR_RESPONSE_TO_ACID_CHEMICAL	GOBP_CELLULAR_RESPONSE_TO_ACID_CHEMICAL		24	-0.14616042	-0.88149506	0.62352943	0.7637273	1.0	1157	tags=50%, list=25%, signal=66%	
GOBP_VIRION_ASSEMBLY	GOBP_VIRION_ASSEMBLY		23	-0.1438021	-0.88043916	0.5841584	0.76295173	1.0	3108	tags=87%, list=67%, signal=262%	
GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE	GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE		43	-0.0995963	-0.8780787	0.6976744	0.7645481	1.0	2078	tags=65%, list=45%, signal=117%	
GOBP_REGULATION_OF_NCRNA_TRANSCRIPTION	GOBP_REGULATION_OF_NCRNA_TRANSCRIPTION		23	-0.14716305	-0.8687807	0.6043956	0.7796967	1.0	2142	tags=70%, list=46%, signal=129%	
GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS	GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS		64	-0.08284564	-0.8650656	0.64285713	0.7836159	1.0	1899	tags=61%, list=41%, signal=102%	
GOBP_RESPONSE_TO_RETINOIC_ACID	GOBP_RESPONSE_TO_RETINOIC_ACID		16	-0.16672377	-0.85779655	0.6259542	0.7942385	1.0	2092	tags=75%, list=45%, signal=136%	
GOCC_AUTOPHAGOSOME	GOCC_AUTOPHAGOSOME		44	-0.103146955	-0.85420614	0.75	0.798017	1.0	2745	tags=80%, list=59%, signal=193%	
GOBP_EPITHELIAL_CELL_APOPTOTIC_PROCESS	GOBP_EPITHELIAL_CELL_APOPTOTIC_PROCESS		31	-0.11810681	-0.8523064	0.61403507	0.7986917	1.0	4094	tags=100%, list=88%, signal=848%	
GOBP_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	GOBP_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT		26	-0.12918028	-0.8438305	0.67777777	0.8118908	1.0	2265	tags=73%, list=49%, signal=142%	
GOBP_ACTIVATION_OF_GTPASE_ACTIVITY	GOBP_ACTIVATION_OF_GTPASE_ACTIVITY		22	-0.14283746	-0.8366755	0.68367344	0.822871	1.0	2498	tags=77%, list=54%, signal=167%	
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_WOUNDING	GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_WOUNDING		15	-0.16919082	-0.8333526	0.69753087	0.82614213	1.0	3856	tags=100%, list=83%, signal=592%	
GOMF_SNARE_BINDING	GOMF_SNARE_BINDING		39	-0.107347295	-0.8317928	0.7291667	0.8258373	1.0	2676	tags=79%, list=58%, signal=186%	
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION		15	-0.16960731	-0.8315499	0.7133758	0.8232674	1.0	2543	tags=80%, list=55%, signal=177%	
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSPORT	GOBP_REGULATION_OF_POTASSIUM_ION_TRANSPORT		19	-0.1477341	-0.82989484	0.6902655	0.82318264	1.0	2923	tags=84%, list=63%, signal=227%	
GOBP_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS		20	-0.14762522	-0.8259864	0.59375	0.8270243	1.0	2970	tags=85%, list=64%, signal=235%	
GOBP_POSITIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS		29	-0.120439954	-0.82587326	0.6231884	0.8241946	1.0	3191	tags=86%, list=69%, signal=275%	
GOBP_REGULATION_OF_DNA_DAMAGE_CHECKPOINT	GOBP_REGULATION_OF_DNA_DAMAGE_CHECKPOINT		15	-0.1652527	-0.82393074	0.70886075	0.8247534	1.0	3330	tags=93%, list=72%, signal=330%	
GOBP_AMYLOID_BETA_METABOLIC_PROCESS	GOBP_AMYLOID_BETA_METABOLIC_PROCESS		19	-0.14861614	-0.82118857	0.7118644	0.8266443	1.0	3470	tags=95%, list=75%, signal=375%	
GOCC_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK	GOCC_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK		15	-0.17439732	-0.81661206	0.7329193	0.8319874	1.0	3384	tags=93%, list=73%, signal=344%	
GOMF_PROTEIN_CARRIER_CHAPERONE	GOMF_PROTEIN_CARRIER_CHAPERONE		23	-0.14208154	-0.8134004	0.6966292	0.8348588	1.0	2554	tags=78%, list=55%, signal=173%	
GOBP_MRNA_POLYADENYLATION	GOBP_MRNA_POLYADENYLATION		18	-0.15331872	-0.8118613	0.6865672	0.8346484	1.0	2040	tags=72%, list=44%, signal=128%	
GOBP_VIRAL_RELEASE_FROM_HOST_CELL	GOBP_VIRAL_RELEASE_FROM_HOST_CELL		20	-0.14186701	-0.80657834	0.7217391	0.8409264	1.0	3983	tags=100%, list=86%, signal=706%	
GOBP_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	GOBP_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY		33	-0.11866567	-0.8046175	0.73846155	0.84155875	1.0	1935	tags=64%, list=42%, signal=108%	
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRION_ORGANIZATION	GOBP_POSITIVE_REGULATION_OF_MITOCHONDRION_ORGANIZATION		28	-0.11810811	-0.80100477	0.76344085	0.84471965	1.0	3557	tags=93%, list=77%, signal=396%	
GOBP_CELLULAR_RESPONSE_TO_STARVATION	GOBP_CELLULAR_RESPONSE_TO_STARVATION		56	-0.09050777	-0.80061305	0.8125	0.8423669	1.0	3079	tags=84%, list=66%, signal=247%	
GOBP_POSITIVE_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION	GOBP_POSITIVE_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION		16	-0.15627368	-0.7993152	0.7037037	0.84175	1.0	3035	tags=88%, list=65%, signal=252%	
GOCC_INO80_TYPE_COMPLEX	GOCC_INO80_TYPE_COMPLEX		15	-0.17082496	-0.79822606	0.7027027	0.84080744	1.0	939	tags=53%, list=20%, signal=67%	
GOBP_ESTABLISHMENT_OF_CELL_POLARITY	GOBP_ESTABLISHMENT_OF_CELL_POLARITY		56	-0.0828363	-0.79705	0.73913044	0.8399511	1.0	3909	tags=96%, list=84%, signal=607%	
GOCC_HISTONE_DEACETYLASE_COMPLEX	GOCC_HISTONE_DEACETYLASE_COMPLEX		46	-0.090279825	-0.797022	0.8064516	0.8371403	1.0	1648	tags=57%, list=36%, signal=87%	
GOBP_NCRNA_TRANSCRIPTION	GOBP_NCRNA_TRANSCRIPTION		40	-0.09626286	-0.79408574	0.7894737	0.8391849	1.0	3653	tags=93%, list=79%, signal=432%	
GOBP_DETECTION_OF_STIMULUS	GOBP_DETECTION_OF_STIMULUS		21	-0.1398338	-0.79341805	0.7583333	0.83738345	1.0	3581	tags=95%, list=77%, signal=416%	
GOBP_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY	GOBP_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY		15	-0.15558958	-0.79279894	0.7109375	0.83541036	1.0	2207	tags=73%, list=48%, signal=139%	
GOBP_MULTIVESICULAR_BODY_SORTING_PATHWAY	GOBP_MULTIVESICULAR_BODY_SORTING_PATHWAY		25	-0.126625	-0.782213	0.76404494	0.849151	1.0	1286	tags=52%, list=28%, signal=72%	
GOBP_NEURON_PROJECTION_REGENERATION	GOBP_NEURON_PROJECTION_REGENERATION		17	-0.14889538	-0.7802527	0.7622378	0.8492021	1.0	2083	tags=71%, list=45%, signal=128%	
GOBP_CARBOHYDRATE_DERIVATIVE_TRANSPORT	GOBP_CARBOHYDRATE_DERIVATIVE_TRANSPORT		18	-0.14137259	-0.77907175	0.78911567	0.8481731	1.0	3985	tags=100%, list=86%, signal=708%	
GOMF_SYNTAXIN_BINDING	GOMF_SYNTAXIN_BINDING		26	-0.12632592	-0.7779945	0.83908045	0.84692097	1.0	2676	tags=81%, list=58%, signal=190%	
GOBP_REGULATION_OF_ORGAN_GROWTH	GOBP_REGULATION_OF_ORGAN_GROWTH		17	-0.1426407	-0.7750663	0.7867647	0.8485186	1.0	3979	tags=100%, list=86%, signal=702%	
GOBP_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY	GOBP_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY		16	-0.15851274	-0.7742399	0.7302632	0.84675175	1.0	1885	tags=69%, list=41%, signal=115%	
GOBP_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA	GOBP_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA		17	-0.14446732	-0.7736574	0.78571427	0.84488827	1.0	3357	tags=94%, list=72%, signal=340%	
GOMF_PHOSPHATASE_BINDING	GOMF_PHOSPHATASE_BINDING		63	-0.08185111	-0.76615596	0.75	0.85385627	1.0	3035	tags=83%, list=65%, signal=236%	
GOBP_REGULATION_OF_CENTROSOME_CYCLE	GOBP_REGULATION_OF_CENTROSOME_CYCLE		18	-0.14180559	-0.76151747	0.7916667	0.85771435	1.0	3983	tags=100%, list=86%, signal=706%	
GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		17	-0.14282864	-0.7538984	0.8014706	0.8658302	1.0	2854	tags=82%, list=62%, signal=213%	
GOBP_CALCIUM_MEDIATED_SIGNALING	GOBP_CALCIUM_MEDIATED_SIGNALING		32	-0.102516085	-0.75327504	0.8095238	0.86396825	1.0	3116	tags=84%, list=67%, signal=255%	
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORT	GOBP_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORT		18	-0.13480102	-0.7530523	0.81060606	0.8615281	1.0	2923	tags=83%, list=63%, signal=225%	
GOBP_BLASTOCYST_FORMATION	GOBP_BLASTOCYST_FORMATION		18	-0.13599588	-0.72820693	0.8014706	0.89328265	1.0	2551	tags=78%, list=55%, signal=172%	
GOBP_CENTROSOME_DUPLICATION	GOBP_CENTROSOME_DUPLICATION		22	-0.1191766	-0.7275468	0.8134328	0.89129996	1.0	4088	tags=100%, list=88%, signal=841%	
GOBP_NEGATIVE_REGULATION_OF_TOR_SIGNALING	GOBP_NEGATIVE_REGULATION_OF_TOR_SIGNALING		26	-0.11841249	-0.72654736	0.8021978	0.8897483	1.0	4092	tags=100%, list=88%, signal=846%	
GOCC_ENDOCYTIC_VESICLE_MEMBRANE	GOCC_ENDOCYTIC_VESICLE_MEMBRANE		52	-0.075663544	-0.70830375	0.875	0.91008407	1.0	2381	tags=69%, list=51%, signal=141%	
GOBP_STRESS_FIBER_ASSEMBLY	GOBP_STRESS_FIBER_ASSEMBLY		40	-0.09099342	-0.70556897	0.9230769	0.9104603	1.0	1966	tags=63%, list=42%, signal=108%	
GOBP_DNA_TEMPLATED_TRANSCRIPTION_TERMINATION	GOBP_DNA_TEMPLATED_TRANSCRIPTION_TERMINATION		17	-0.13551654	-0.70384985	0.8604651	0.90986323	1.0	2870	tags=82%, list=62%, signal=215%	
GOBP_NEGATIVE_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE	GOBP_NEGATIVE_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE		17	-0.13901287	-0.7034219	0.875	0.9075221	1.0	2502	tags=76%, list=54%, signal=165%	
GOBP_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY	GOBP_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY		22	-0.11916522	-0.7032356	0.8811881	0.90485114	1.0	2531	tags=77%, list=55%, signal=169%	
GOBP_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS	GOBP_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS		19	-0.12614001	-0.6860537	0.8984375	0.92129964	1.0	3249	tags=89%, list=70%, signal=298%	
GOCC_PCG_PROTEIN_COMPLEX	GOCC_PCG_PROTEIN_COMPLEX		15	-0.137391	-0.68260634	0.9305556	0.9223737	1.0	1636	tags=60%, list=35%, signal=92%	
GOBP_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION	GOBP_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION		43	-0.079870045	-0.67365825	0.88235295	0.92876697	1.0	1932	tags=60%, list=42%, signal=103%	
GOBP_RENAL_SYSTEM_PROCESS	GOBP_RENAL_SYSTEM_PROCESS		18	-0.124478735	-0.66724503	0.9076923	0.93215156	1.0	3272	tags=89%, list=71%, signal=301%	
GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT	GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT		31	-0.088474035	-0.64564866	0.9285714	0.9481461	1.0	2038	tags=65%, list=44%, signal=114%	
GOBP_RESPONSE_TO_AMINO_ACID_STARVATION	GOBP_RESPONSE_TO_AMINO_ACID_STARVATION		23	-0.10200214	-0.6367153	0.9587629	0.95241785	1.0	1059	tags=43%, list=23%, signal=56%	
GOMF_TRANSLATION_INITIATION_FACTOR_BINDING	GOMF_TRANSLATION_INITIATION_FACTOR_BINDING		22	-0.10471632	-0.61032027	0.9174312	0.9681881	1.0	2378	tags=73%, list=51%, signal=149%	
GOBP_RESPONSE_TO_AXON_INJURY	GOBP_RESPONSE_TO_AXON_INJURY		26	-0.09390587	-0.6079371	0.97619045	0.96698254	1.0	4205	tags=100%, list=91%, signal=1067%	
GOBP_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS	GOBP_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS		82	-0.057499457	-0.6042124	0.85714287	0.9661836	1.0	2577	tags=72%, list=56%, signal=159%	
GOMF_ACETYLTRANSFERASE_ACTIVITY	GOMF_ACETYLTRANSFERASE_ACTIVITY		47	-0.067124024	-0.6039117	1.0	0.9634036	1.0	1743	tags=55%, list=38%, signal=88%	
GOCC_AUTOPHAGOSOME_MEMBRANE	GOCC_AUTOPHAGOSOME_MEMBRANE		20	-0.10677529	-0.6011879	0.95652175	0.962027	1.0	1973	tags=65%, list=43%, signal=113%	
GOMF_RNA_POLYMERASE_CORE_ENZYME_BINDING	GOMF_RNA_POLYMERASE_CORE_ENZYME_BINDING		28	-0.089990884	-0.5789059	0.9508197	0.9701744	1.0	2560	tags=75%, list=55%, signal=166%	
GOBP_REGULATION_OF_TRANSPORTER_ACTIVITY	GOBP_REGULATION_OF_TRANSPORTER_ACTIVITY		47	-0.06813687	-0.5683859	1.0	0.97137886	1.0	2923	tags=79%, list=63%, signal=211%	
GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX	GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX		18	-0.10809792	-0.5645576	0.96581197	0.96988386	1.0	1789	tags=61%, list=39%, signal=99%	
GOBP_RESPONSE_TO_ANGIOTENSIN	GOBP_RESPONSE_TO_ANGIOTENSIN		18	-0.10135666	-0.5518384	0.9919355	0.971441	1.0	3672	tags=94%, list=79%, signal=452%	
GOBP_SECRETORY_GRANULE_ORGANIZATION	GOBP_SECRETORY_GRANULE_ORGANIZATION		17	-0.10189352	-0.5224258	1.0	0.9758495	1.0	2935	tags=82%, list=63%, signal=224%	
GOBP_REGULATION_OF_CATION_CHANNEL_ACTIVITY	GOBP_REGULATION_OF_CATION_CHANNEL_ACTIVITY		22	-0.080390036	-0.4505506	1.0	0.98072463	1.0	4267	tags=100%, list=92%, signal=1247%	
GOBP_PROTEIN_K63_LINKED_UBIQUITINATION	GOBP_PROTEIN_K63_LINKED_UBIQUITINATION		17	-0.0840005	-0.44787747	1.0	0.9779174	1.0	3738	tags=94%, list=81%, signal=484%	
